3 8258 0233 04 08	1 0 4.9e-01 4.2e-01 1.0e+00 6.9e-09 1.7e-09 1.7e-08
3 8268 0245 05 08	1 0 3.5e-01 5.9e-01 9.0e-01 6.8e-09 1.7e-09 1.7e-08
3 8268 0245 05 08	1 0 2.1e-01 7.4e-01 7.2e-01 6.8e-09 1.5e-09 1.7e-08
3 8277 0221 05 08	1 0 1.6e-01 8.7e-01 5.7e-01 6.7e-09 1.4e-09 1.7e-08
3 8287 0245 05 08	1 0 2.6e-01 9.6e-01 4.6e-01 6.7e-09 1.4e-09 1.7e-08
3 8287 0245 05 08	1 0 3.3e-01 1.0e+00 3.9e-01 6.7e-09 1.3e-09 1.7e-08
3 8296 0245 05 08	1 0 4.3e-01 9.6e-01 3.5e-01 6.7e-09 1.3e-09 1.7e-08
3 8296 0257 05 08	1 0 5.0e-01 9.1e-01 3.5e-01 6.7e-09 1.3e-09 1.7e-08
3 8296 0257 05 08	1 0 6.2e-01 7.8e-01 4.2e-01 6.7e-09 1.4e-09 1.7e-08
3 8305 0257 05 09	1 0 6.4e-01 7.2e-01 4.9e-01 6.7e-09 1.4e-09 1.7e-08
3 8305 0245 05 09	1 0 6.4e-01 6.6e-01 5.9e-01 6.8e-09 1.5e-09 1.7e-08
3 8296 0245 05 09	1 0 6.0e-01 6.0e-01 7.1e-01 6.8e-09 1.5e-09 1.7e-08
3 8296 0245 05 09	1 0 5.4e-01 5.4e-01 8.6e-01 6.8e-09 1.6e-09 1.7e-08
3 8287 0245 05 10	1 0 4.5e-01 4.9e-01 1.0e+00 6.9e-09 1.7e-09 1.7e-08
3 8277 0245 05 10	1 0 3.2e-01 4.4e-01 1.0e+00 6.9e-09 1.7e-09 1.7e-08
